"word_lowercase","word","difficulty","standard_error","difficulty_lower","difficulty_upper","grade_eq","n_attempts","n_correct","n_incorrect","tasa_sfi","tasa_d","tasa_u","tasa_f","tasa_gr1","tasa_gr2","tasa_gr3","tasa_gr4","tasa_gr5","tasa_gr6","tasa_gr7","tasa_gr8","tasa_gr9","tasa_gr10","tasa_gr11","tasa_gr12","tasa_gr13","Log_Freq_HAL","Freq_SUBTLEXUS","sub_unigram_freq","wiki_unigram_freq","cyplex_7_9_raw_freq","cyplex_7_9_zipf_freq","cyplex_7_9_book_prop","cyplex_10_12_raw_freq","cyplex_10_12_zipf_freq","cyplex_10_12_book_prop","CD_SUBTLEXUS","Prevalence_Brys","Fam_Glasgow","AoA_Kuper","AoA_LWV","DPoS_Brys","POS","Conc_Brys","Imageability","Nmeanings_Websters","Valence_Warr","Valence_NRC","Arousal_Warr","Arousal_NRC","Emot_Assoc_Positive","Emot_Assoc_Joy","Sem_Diversity","Sem_N","NMorph","MorphSp","spelling_pattern","Length","Ortho_N","OLD20","OLD20F","Orth_Spread","BG_Sum","BG_Mean","BG_Frequency_By_Position","pronunciation","NPhon","NSyll","NSyll_ELP","NSyll_Chee","Phono_N","PLD20","PLD20F","First_Phon_bilabial","First_Phon_labiodental","First_Phon_interdental","First_Phon_alveolar","First_Phon_palatal","First_Phon_velar","First_Phon_glottal","First_Phon_stop","First_Phon_fricative","First_Phon_affricate","First_Phon_nasal","First_Phon_liquid","First_Phon_glide","First_Phon_voiced","Phonographic_N","Phonographic_N_Freq","spell2pron","Consistency_Token_FF_O","Consistency_Token_FF_R","Consistency_Token_FB_O","Consistency_Token_FB_R","Siegelman_OSC","Marelli_OSC"
"fish","fish",-4.62280200237733,0.330500041323225,-5.27058208337085,-3.97502192138381,1.551,79,57,22,63.2999992370605,0.767400026321411,213,4492,908,366,237,248,251,235,227,199,191,178,168,130,51,10.329,3.62930764,69929,149277,2009,5.25,0.65,2529,5.06,0.78,3.232742063,2.575829304,6.133,4.05,4.291244253,"Noun","NN|VB",5,615,5,6.42,0.51,3.33,0.28,0,0,1.395388956,6757,1,"{fish}","fish",4,5,1.75,8.48,2,9827,3275.667,2510,"f""IS",3,1,1,1,17,1.3,8.409,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,7.991,1.52,0.963081153,1,0.907425307,1,0.0201499064689219,0.833068773740281
"fisher","fisher",-0.84536764475874,0.55907584745237,-1.94115630576539,0.250421016247905,2.402,32,26,6,47.2000007629395,0.767400026321411,5,110,12,8,2,2,2,2,2,2,1,1,1,3,2,8.467,2.636487896,5142,35340,8,2.9,0.01,37,3.24,0.04,1.973127854,1.857600226,NA,NA,NA,"Name","NN",4.22,NA,2,NA,NA,NA,NA,NA,NA,1.747835889,5212,2,"{fish}>er>","fisher",6,2,1.85,7.341,1,26533,5306.6,5567,"f""IS.@`",4,2,2,2,8,1.85,7.11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,6.804,1.89285714285714,0.975686139,0.780077528,0.643677014,0.833639708,0.0729218040875349,0.551711982260781
"fisherman","fisherman",-0.807056552027627,0.58776203629499,-1.95907014316581,0.344957039110553,2.413,30,25,5,48.2000007629395,0.441799998283386,6,190,14,15,11,12,8,6,6,6,6,5,4,2,0,6.861,2.346352974,3657,8131,78,3.85,0.06,210,3.98,0.13,2.164352856,2.435945037,5.057,5.16,5.51505,"Noun","NN",4.73,610,2,5.42,0.656,4.06,0.461,0,0,1.357208877,0,3,"{fish}>er>>man>","fisherman",9,1,3.6,5.727,1,38398,4799.75,6369,"f""IS.@`.m@n",7,3,3,3,0,3.45,6.496,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,2.24,0.981149591,0.743361308,0.747149608,0.600569862,0.613012678962973,NA
"fishermen","fishermen",-1.26956914835701,0.530361999501835,-2.30907866738061,-0.230059629333413,2.286,41,36,5,49.5999984741211,0.648800015449524,9,214,6,1,9,11,9,12,10,10,11,12,11,9,3,6.997,2.021189299,2604,12658,54,3.69,0.06,282,4.11,0.11,1.880813592,NA,NA,NA,NA,"Noun","NN",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.242938005,420,3,"{fish}>er>>men>","fishermen",9,1,3.6,5.692,1,38193,4774.125,6546,"f""IS.@`.m@n",7,3,3,3,0,3.45,6.496,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,2.16666666666667,0.981149591,0.670239259,0.747149608,0.604697852,0.613012678962973,NA
"fishes","fishes",-0.913966629550219,0.448074795307666,-1.79219322835324,-0.0357400307471937,2.382,39,24,15,47,0.37720000743866,4,173,6,1,1,1,5,6,6,6,7,7,7,8,3,6.657,2.086359831,2013,8711,57,3.71,0.06,70,3.51,0.09,1.934498451,NA,NA,NA,NA,"Noun","NN|VB",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.277823817,5,2,"{fish}>s>","fishes",6,4,1.8,7.101,2,26120,5224,4321,"f""IS.@z",5,2,2,2,8,1.8,7.351,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,8.859,1.73076923076923,0.975686139,0.711680185,0.643677014,0.889300692,0.0246939010521211,1
"fishing","fishing",-1.58176280093023,0.601013665294738,-2.75974958490792,-0.403776016952544,2.21,32,24,8,56.9000015258789,0.849399983882904,49,963,80,56,52,55,63,64,59,54,52,45,42,38,18,9.177,3.080987047,19546,76360,354,4.5,0.28,698,4.5,0.48,2.822168079,2.109814096,NA,4.72,4.72,"Noun","NN|VB",4.3,599,2,7.05,0.677,3.6,0.283,0,0,1.290926542,5442,2,"{fish}>ing>","fishing",7,2,1.95,7.425,1,35538,5923,6365,"f""IS.IN",5,2,2,2,7,1.8,7.417,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,6.945,2.03703703703704,0.975686139,0.782849479,0.643677014,0.908867128,0.077675365461774,0.995872114529808
"fist","fist",-0.495914838172565,0.541601337017913,-1.55745345872767,0.565623782382544,2.511,33,23,10,50.4000015258789,0.787000000476837,10,223,4,18,16,13,12,12,13,12,11,9,7,4,2,8.705,2.575187845,8952,10107,491,4.64,0.43,923,4.63,0.65,2.46834733,2.072503316,5.636,4.58,5.187309375,"Noun","NN",4.93,NA,3,2.95,0.333,4.85,0.686,0,0,1.444068319,182,1,"{fist}","fist",4,10,1.55,8.598,4,14670,4890,3526,"f""Ist",4,1,1,1,21,1.3,8.676,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6,8.51,1.39285714285714,0.963081153,0.794736842,0.907425307,0.712495932,0.0137004525803156,0.829793466627309
"fit","fit",-5.14383745586141,0.315013119475774,-5.76126317003393,-4.52641174168889,1.387,72,48,24,58.9000015258789,0.940299987792969,77,1407,82,64,59,65,74,84,81,84,83,79,82,78,58,10.661,3.468051791,50172,101136,786,4.85,0.69,1577,4.86,0.9,3.320354033,2.437661515,5.824010568,5.74,5.92959871,"Verb","VB|NN|JJ",2.7,NA,5,6.28,0.604,4.35,0.45,NA,NA,2.043671477,6824,1,"{fit}","fit",3,18,1.05,9.006,3,5699,2849.5,1013,"f""It",3,1,1,1,39,1,9.098,0,1,0,0,0,0,0,0,1,0,0,0,0,0,15,8.572,1.12,0.963081153,0.969638569,0.907425307,0.890937065,0.02264314993703,0.371636562633957
"fitness","fitness",-0.638171924961091,0.468110212286848,-1.55566794104331,0.279324091121131,2.465,33,22,11,45.2999992370605,0.100000001490116,3,368,NA,0,0,0,2,4,4,3,2,2,1,3,10,8.377,1.954242509,2204,33270,31,3.46,0.04,43,3.3,0.07,1.792391689,2.331448366,NA,8.74,8.561272121,"Noun","NN",3.11,NA,1,6.45,0.875,5.32,0.529,0,0,1.491996938,3136,2,"{fit}>ness>","fitness",7,2,2.15,6.065,1,27537,4589.5,3474,"f""It.n@s",6,2,2,2,2,1.95,5.957,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,6.885,1.32142857142857,0.95411963,0.88456468,0.881555805,0.706010948,0.306042019867282,0.987810143441259
"fitted","fitted",0.871111153098859,0.507685830549297,-0.123953074777763,1.86617538097548,3.108,30,15,15,51.7999992370605,0.807799994945526,15,306,NA,4,9,11,14,16,16,17,15,17,18,19,13,7.942,1.954242509,2621,45281,188,4.23,0.26,405,4.27,0.48,1.934498451,2.575829304,NA,NA,NA,"Verb","VB",2.73,NA,NA,NA,0.507,NA,0.404,0,0,1.643163702,2801,2,"{fitt}>ed>","fitted",6,4,1.95,6.293,1,23890,4778,3943,"f""I4.@d",5,2,2,2,11,1.85,6.817,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,4.54,1.59259259259259,0.851669642,0.736039666,0.504238012,0.837381265,-0.0127059886960594,1
"fitting","fitting",-0.171664102085096,0.40463865469131,-0.964755865280064,0.621427661109872,2.627,67,55,12,48.9000015258789,0.739799976348877,7,170,NA,NA,3,4,4,5,5,6,8,9,11,11,10,8.235,2.456366033,5816,18226,115,4.01,0.19,201,3.96,0.35,2.403120521,2.432379059,NA,NA,NA,"Verb","JJ|VB|NN",2.76,NA,1,NA,0.612,NA,0.441,1,1,1.728091945,1960,2,"{fitt}>ing>","fitting",7,5,1.8,6.981,1,39869,6644.833,6491,"f""I4.IN",5,2,2,2,20,1.25,7.8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,5.793,1.46666666666667,0.851669642,0.782849479,0.504238012,0.908867128,0.0889493588191489,0.984268543234782
"five","five",-3.55051536306997,0.243800879834989,-4.02836508754655,-3.07266563859339,1.811,541,513,28,64,0.983399987220764,252,4423,168,226,224,238,272,283,288,290,290,281,273,250,187,11.046,4.163131546,207192,807401,695,4.79,0.58,1467,4.83,0.79,3.716504164,2.430838231,NA,4.50594,3.491394516,"Number","minor|NN",3.87,529,2,5.4,0.51,3.55,0.221,NA,NA,2.19941558,9229,1,"{five}","five",4,13,1.5,8.516,2,6620,2206.667,1393,"f""aIv",3,1,1,1,13,1.55,9.013,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8,8.701,1.56,0.963081153,0.757786141,0.907425307,1,0.0348125402664563,0.992115312624836
"fix","fix",-4.37620252527172,0.448819465615649,-5.25588867787839,-3.49651637266505,1.619,48,37,11,54.4000015258789,0.899100005626678,27,518,151,76,41,31,22,15,16,13,11,8,8,5,9,10.491,3.646109522,61628,73329,660,4.77,0.43,1096,4.7,0.63,3.411114419,2.331448366,NA,5,5.09146875,"Verb","VB|NN",2.93,NA,5,6.11,0.76,3.6,0.538,0,0,1.888377057,2504,1,"{fix}","fix",3,12,1.55,9.028,3,1728,864,568,"f""Iks",4,1,1,1,31,1.3,8.37,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,8.868,1.2962962962963,0.963081153,1,0.907425307,0.11756051,0.0678415631649892,0.691556494544257
"fixed","fixed",-2.12266532999641,0.431950996550154,-2.96928928323471,-1.27604137675811,2.093,49,31,18,57.5,0.912800014019012,56,1048,51,46,41,34,25,34,38,41,44,48,53,66,90,10.332,3.216957207,25042,110106,604,4.73,0.52,1358,4.79,0.79,3.080987047,2.432379059,NA,NA,5.09146875,"Verb","VB|JJ",2.89,341,2,NA,0.684,NA,0.167,0,0,2.045695613,6126,2,"{fix}>ed>","fixed",5,7,1.8,7.655,2,10065,2516.25,1097,"f""Ikst",5,1,1,1,3,1.75,7.856,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,6.313,1.4,0.963081153,1,0.907425307,1,-0.0207304168334515,0.998259511369302
"fixing","fixing",-2.16087212351426,0.570318256623809,-3.27869590649693,-1.04304834053159,2.085,34,22,12,48.4000015258789,0.923699975013733,6,126,20,16,8,7,4,3,4,5,4,3,3,3,3,8.297,2.727541257,8351,32389,103,3.97,0.17,261,4.08,0.35,2.640481437,2.427327308,NA,NA,NA,"Verb","VB",2.9,NA,3,NA,NA,NA,NA,NA,NA,1.619908246,2,2,"{fix}>ing>","fixing",6,6,1.85,7.774,2,25328,5065.6,2423,"f""Iks.IN",6,2,2,2,3,1.95,7.418,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,5.512,1.53571428571429,0.971472643,1,0.93543215,0.548372864,-0.0346989974629537,0.472967668683031
"flag","flag",-3.92966385720244,0.448527699508011,-4.80877814823814,-3.05054956616674,1.728,55,45,10,54,0.880100011825562,24,472,19,17,16,20,20,17,14,14,13,15,17,21,14,9.636,2.950851459,16836,127919,217,4.29,0.23,580,4.42,0.35,2.697229343,1.986660787,NA,5.33,5.50274375,"Noun","NN|VB",4.79,607,3,6.1,0.592,3.74,0.378,NA,NA,1.865527775,6346,1,"{flag}","flag",4,9,1.45,7.741,3,6758,2252.667,1931,"fl""ag",4,1,1,1,7,1.5,7.768,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6,6.852,1.48,1,1,0.99005735,0.98376104,0.0466723301362988,0.760060068028113
"flake","flake",-0.539293415500019,0.502837503236849,-1.52485492184424,0.446268090844205,2.497,35,26,9,39.5,0.667999982833862,0.901300013065338,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.452,1.954242509,1188,2166,21,3.29,0.04,33,3.19,0.06,1.838849091,2.112695185,NA,5.95,6.917546875,"Noun","NN|VB",4.36,NA,3,4.58,0.385,3.48,0.388,0,0,1.114904409,0,1,"{flake}","flake",5,6,1.55,7.707,4,7677,1919.25,2359,"fl""ek",4,1,1,1,12,1.35,7.381,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,7.269,1.75,1,0.967921701,0.99005735,0.675435443,0.0191903006830999,0.892063608887673
"flakes","flakes",-0.178504963425349,0.460000209771358,-1.08010537457721,0.723095447726513,2.624,36,23,13,47.2000007629395,0.86269998550415,5,101,1,3,3,5,7,6,5,4,4,3,4,2,0,6.899,1.982271233,1306,2600,91,3.91,0.14,139,3.81,0.23,1.819543936,NA,NA,NA,NA,"Noun","NN|VB",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.448242579,0,2,"{flake}>s>","flakes",6,5,1.8,7.307,1,20413,4082.6,3760,"fl""eks",5,1,1,1,12,1.6,7.197,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,3.175,1.82142857142857,1,1,0.99005735,0.803762213,0.0205926960605491,NA
"flame","flame",-2.69538591926975,0.556743501982135,-3.78660318315473,-1.60416865538477,1.98,34,28,6,53.2000007629395,0.736899971961975,20,458,14,10,13,18,26,25,27,23,24,21,21,22,10,10.453,2.664641976,9331,21681,456,4.61,0.27,808,4.57,0.53,2.51054501,2.436234111,NA,6.25,5.79049125,"Noun","NN|VB",4.67,598,4,5.9,0.448,6.6,0.574,0,0,1.556902015,2810,1,"{flame}","flame",5,5,1.5,7.423,4,10534,2633.5,2512,"fl""em",4,1,1,1,9,1.35,7.662,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,7.725,1.96666666666667,1,1,0.99005735,0.715370488,0.116786338553433,0.934087855755015
"flaming","flaming",-0.591229197722531,0.518886886778992,-1.60824749580936,0.425789100364293,2.48,35,27,8,45.5999984741211,0.682799994945526,3,82,NA,1,2,4,4,4,4,4,4,3,3,2,1,8.875,2.117271296,2585,5724,138,4.09,0.16,242,4.04,0.33,2.029383778,2.423639424,NA,7.32,7.32,"Adjective","JJ|VB",3.96,509,3,4.64,0.406,5.95,0.645,0,0,1.555489681,0,2,"{flame}>ing>","flaming",7,8,1.75,7.028,3,33256,5542.667,6074,"fl""em.IN",6,2,2,2,6,1.8,7.19,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,6.998,1.72413793103448,0.982090369,0.576426303,0.927198533,0.832829377,0.0147307100675456,0.608760422644816
"flank","flank",-0.833438445315365,0.499536411253417,-1.81252981137206,0.145652920741332,2.405,49,41,8,43.7000007629395,0.673500001430511,2,53,1,0,0,0,1,2,2,3,3,3,2,2,1,6.494,2.374748346,2800,20139,36,3.52,0.06,86,3.6,0.12,2.123851641,1.917074825,NA,12.15,11.59650833,"Noun","NN|VB",4,NA,4,4.95,0.448,3.91,0.458,0,0,1.439809681,155,1,"{flank}","flank",5,7,1.55,7.65,4,13142,3285.5,2921,"fl""aNk",5,1,1,1,8,1.5,7.162,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6,7.172,1.71428571428571,1,1,0.99005735,0.780488576,0.0283059237563963,0.967777913416571
"flannel","flannel",2.52633830324405,0.51626939462496,1.51445028977913,3.53822631670897,4.343,28,20,8,44,0.633700013160706,2,59,NA,1,3,3,3,3,2,2,2,2,2,2,0,6.105,1.851258349,935,891,54,3.69,0.08,77,3.55,0.11,1.799340549,2.24938826,NA,9.44,8.910618182,"Noun","NN",4.43,520,1,5.55,0.49,2.32,0.25,0,0,1.390574132,0,1,"{flannel}","flannel",7,0,2.5,6.902,0,22251,3708.5,3827,"fl""a.nl=",5,2,2,2,2,2.35,6.817,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,2.07142857142857,0.983221088,0.62439323,0.560549126,0.561735322,0.110051854725604,0.978266310946056
"flap","flap",-2.93924142609587,0.552735742155889,-4.02260348072141,-1.85587937147033,1.933,33,26,7,46.0999984741211,0.832000017166138,4,81,2,7,5,4,2,3,3,3,4,5,4,2,1,7.25,2.133538908,2197,4657,229,4.31,0.27,286,4.12,0.33,2.025305865,2.444121191,5.152,7.21,6.529929167,"Noun","NN|VB",4.14,NA,4,5.74,0.275,3.45,0.385,0,0,1.541192728,0,1,"{flap}","flap",4,11,1.4,7.822,3,6854,2284.667,1935,"fl""ap",4,1,1,1,9,1.4,7.828,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8,7.804,1.42857142857143,1,0.982170557,0.99005735,1,0.0658820601198843,0.959514070246377
"flapped","flapped",0.23264722080128,0.465473004352915,-0.679679867730433,1.14497430933299,2.792,46,38,8,44.4000015258789,0.421099990606308,2,82,3,6,6,5,4,3,2,2,2,1,1,0,NA,4.174,0.84509804,109,194,282,4.4,0.31,292,4.13,0.33,0.84509804,NA,NA,NA,NA,"Verb","VB",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.319509447,0,2,"{flap}>ed>","flapped",7,5,1.7,6.044,3,19075,3179.167,3939,"fl""apt",5,1,1,1,7,1.55,7.281,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,6.181,1.956521739,1,0.932846859,0.99005735,0.808063552,0.0931095515037008,NA
"flapping","flapping",-1.42785935589297,0.594489698672353,-2.59305916529078,-0.262659546495158,2.246,50,45,5,45,0.504100024700165,3,85,0,3,5,5,4,4,3,2,2,2,1,2,0,5.846,1.934498451,1602,1097,322,4.46,0.39,400,4.26,0.45,1.832508913,NA,NA,NA,NA,"Verb","VB",NA,NA,NA,NA,0.458,NA,0.728,0,0,1.385620345,0,2,"{flap}>ing>","flapping",8,4,1.8,6.239,2,32969,4709.857,6173,"fl""ap.IN",6,2,2,2,6,1.7,6.91,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,6.48,1.85185185185185,1,0.70695698,0.576779224,0.987489387,0.0350494309663145,NA
"flare","flare",0.335315182956352,0.410568670571183,-0.469399411363167,1.14002977727587,2.838,49,34,15,43.7000007629395,0.524399995803833,2,65,2,4,2,1,1,2,2,2,3,2,2,2,0,8.431,2.334453751,2939,5117,43,3.59,0.09,140,3.81,0.17,2.1430148,2.106155586,NA,9.84,9.573640625,"Noun","NN|VB",4.5,509,5,5.4,0.558,4.86,0.823,0,0,1.675722299,0,1,"{flare}","flare",5,6,1.6,7.804,2,19503,4875.75,3421,"fl""Er",4,1,1,1,15,1.25,7.942,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,5.829,1.53333333333333,1,0.955483235,0.99005735,0.283529724,0.0913706662899643,1
"flared","flared",0.639698546875893,0.489466577325135,-0.319655944681372,1.59905303843316,2.985,42,28,14,44.7999992370605,0.591499984264374,3,76,0,0,2,3,3,3,2,2,3,1,2,3,1,6.026,1.230448921,367,2366,99,3.95,0.15,183,3.92,0.26,1.230448921,NA,NA,NA,NA,"Verb","VB",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.576634816,0,2,"{flare}>ed>","flared",6,8,1.7,6.703,4,27587,5517.4,4507,"fl""Erd",5,1,1,1,8,1.65,7.276,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,5.589,2.05263157894737,1,1,0.99005735,0.70770331,0.0748373585791951,NA
"flash","flash",-3.1078446645436,0.531213062936319,-4.14902226789879,-2.06666706118842,1.9,33,26,7,53.4000015258789,0.794700026512146,21,445,42,41,32,27,29,25,23,20,20,15,14,14,5,9.783,2.894316063,17110,45185,591,4.72,0.53,1407,4.81,0.75,2.762678564,2.575829304,NA,7.42,6.884054167,"Noun","NN|VB",3.67,528,5,5.53,0.571,5.38,0.59,0,0,1.770076857,5146,1,"{flash}","flash",5,6,1.65,7.413,3,10931,2732.75,2458,"fl""aS",4,1,1,1,11,1.35,7.844,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,6.809,1.64,1,0.802893773,0.99005735,0.955284376,0.0350762819937224,0.900184642073121
"flashed","flashed",-1.0297208472594,0.511727294922844,-2.03270634530817,-0.0267353492106257,2.349,31,23,8,50.7000007629395,0.608399987220764,11,284,1,17,18,15,17,17,17,14,13,9,7,4,2,6.976,1.819543936,1237,1457,436,4.59,0.41,761,4.54,0.58,1.770852012,NA,NA,NA,NA,"Verb","VB",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.481770234,0,2,"{flash}>ed>","flashed",7,6,1.7,6.348,3,22572,3762,4531,"fl""aSt",5,1,1,1,7,1.55,7.383,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,5.023,2,1,0.906866705,0.99005735,1,0.0694590600914131,NA
"flashes","flashes",-0.303083104309099,0.45263683375068,-1.19025129846043,0.584085089842234,2.578,35,24,11,47.2000007629395,0.741500020027161,5,113,NA,5,8,7,5,5,4,4,4,4,3,4,3,7.53,2.133538908,2068,5808,120,4.03,0.16,269,4.09,0.34,2.045322979,NA,NA,NA,NA,"Noun","NN|VB",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.680453552,0,2,"{flash}>s>","flashes",7,6,1.75,6.584,2,27224,4537.333,5096,"fl""aS.@z",6,2,2,2,6,1.8,6.748,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,4.884,2.1304347826087,0.994145562,0.635787687,0.684993035,0.967922951,0.0682632893110708,NA
"flashing","flashing",-1.61013513199359,0.556772578386306,-2.70140938563075,-0.51886087835643,2.203,32,26,6,49,0.743600010871887,7,172,2,9,8,6,7,8,7,6,6,7,6,7,2,7.903,2.214843848,2984,4440,280,4.4,0.32,486,4.35,0.56,2.176091259,2.575829304,NA,NA,6.884054167,"Verb","VB|NN",4.07,NA,3,NA,0.604,NA,0.574,0,0,1.640265712,0,2,"{flash}>ing>","flashing",8,4,1.85,6.482,2,36642,5234.571,6468,"fl""aS.IN",6,2,2,2,6,1.75,6.946,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,4.626,1.52173913043478,0.994145562,0.70695698,0.684993035,0.987489387,0.0905009522933883,1
"flashlight","flashlight",-2.33762569662249,0.598190925414192,-3.51007991043431,-1.16517148281067,2.05,49,44,5,49.7999992370605,0.558899998664856,9,253,12,19,21,17,11,9,8,8,6,5,3,3,0,6.739,2.481442629,3066,1692,102,3.96,0.11,201,3.96,0.1,2.324282455,2.418299874,NA,5.61,5.61,"Noun","NN",5,NA,NA,6,0.653,4.04,0.414,0,0,1.276559565,0,2,"{flash}{light}","flashlight",10,0,3.8,5.465,0,20140,2237.778,3475,"fl""aS.l%aIt",7,2,2,2,0,3.35,4.901,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,2.76,0.989774454,0.901446886,0.889121802,0.783959837,0.616274390575719,1
"flask","flask",0.123750104844103,0.514756971213884,-0.88517355873511,1.13267376842332,2.745,37,31,6,45.5999984741211,0.739199995994568,3,80,NA,0,1,1,2,2,3,3,2,1,4,5,1,6.696,1.763427994,1455,2021,46,3.62,0.06,208,3.98,0.14,1.612783857,2.436234111,5.107,10.78,11.07472656,"Noun","NN|VB",4.79,614,4,5.5,0.418,4.24,0.412,0,0,1.528207263,0,1,"{flask}","flask",5,2,1.85,7.825,2,8792,2198,2197,"fl""ask",5,1,1,1,1,1.9,7.734,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,6.494,1.5,1,1,0.99005735,1,0.074259294405952,1
"flat","flat",-3.11307479618544,0.484758145643514,-4.06320076164673,-2.16294883072415,1.899,59,47,12,60,0.850399971008301,99,1951,56,106,100,116,105,86,92,91,95,90,84,80,38,10.176,3.126456113,32818,97096,1174,5.02,0.69,2218,5.01,0.88,2.960946196,2.435363235,NA,5.68,5.656266129,"Noun","JJ|NN|RB",4.07,NA,9,4.43,0.408,3.04,0.236,0,0,1.860185499,6396,1,"{flat}","flat",4,11,1.3,8.059,4,13431,4477,2290,"fl""at",4,1,1,1,13,1.2,7.742,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6,6.314,1.40740740740741,1,0.785810373,0.99005735,0.954981684,0.0392104035924493,0.823319803342308
"flattened","flattened",1.21134496906166,0.383272918037821,0.460130049707531,1.96255988841579,3.309,43,27,16,48,0.64300000667572,6,149,NA,4,6,6,8,8,8,7,7,6,6,5,3,6.653,1.568201724,906,7655,158,4.15,0.26,268,4.09,0.36,1.531478917,NA,NA,NA,NA,"Verb","VB",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.684686311,3,3,"{flat}>en>>ed>","flattened",9,1,2.7,5.502,1,43986,5498.25,6270,"fl""at.n=d",6,2,2,2,1,2.5,6.479,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,1.96,0.628789393,0.696701498,0.520922969,0.713343226,0.0316943864172451,NA
"flavor","flavor",0.0253087624595436,0.50014380252278,-0.954973090485105,1.00559061540419,2.704,35,23,12,47.2000007629395,0.374599993228912,5,197,2,0,1,1,1,3,4,4,5,5,5,5,10,8.542,2.408239965,5874,14732,21,3.29,0.04,39,3.26,0.05,2.326335861,2.086844712,NA,6.3,NA,"Noun","NN|VB",3.55,NA,4,6.45,0.885,4.41,0.479,0,0,NA,356,1,"{flavor}","flavor",6,0,2.3,7.053,0,11717,2343.4,2620,"fl""e.v@`",5,2,2,2,1,1.85,7.301,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,1.53333333333333,0.994947327,0.295715849,0.993342534,0.375804017,0.291946270229063,NA
"flax","flax",-2.50235461086168,0.529158107039198,-3.53950450065851,-1.46520472106485,2.017,38,30,8,46.2000007629395,0.737999975681305,4,91,NA,2,3,2,2,2,3,3,4,5,6,4,1,5.835,1.397940009,386,3413,27,3.4,0.02,21,3,0.03,0.903089987,1.775489035,NA,12.445405,12.53243548,"Name","NN",NA,389,2,NA,NA,NA,NA,NA,NA,1.239010853,0,1,"{flax}","flax",4,9,1.5,7.986,2,5384,1794.667,1661,"fl""aks",5,1,1,1,17,1.4,7.433,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,8.275,1.44827586206897,1,1,0.99005735,0.739360246,0.00283377114292404,0.864541037587419
"flea","flea",0.860777973638636,0.330463279865857,0.213069945101556,1.50848600217572,3.103,78,58,20,44.7000007629395,0.4966000020504,2,83,13,14,4,2,3,2,2,1,1,0,0,0,0,8.144,2.230448921,2853,5120,118,4.03,0.11,139,3.81,0.11,2.045322979,2.108358399,4.515,7.79,7.1975625,"Noun","NN",4.89,606,1,3,0.286,3,0.353,0,0,1.701037397,0,1,"{flea}","flea",4,6,1.7,8.078,2,10703,3567.667,1807,"fl""i",3,1,1,1,20,1,8.13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,8.052,2.33333333333333,1,0.628277716,0.99005735,0.198479213,0.0595339506324901,0.987522755223456
